8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.222222222222, 0.277777777778, 0.722222222222, 0.888888888889, 0.944444444444, 1.0, 1.0, 0.944444444444, 0.722222222222, 0.333333333333, 0.222222222222, 0.111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.571428571429, 0.571428571429, 0.285714285714, 0.190476190476, 0.190476190476, 0.190476190476, 0.238095238095, 0.285714285714, 0.52380952381, 0.857142857143, 0.952380952381, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.888888888889, 0.777777777778, 0.555555555556, 0.444444444444, 0.333333333333, 0.222222222222, 0.111111111111, 0.111111111111, 0.0, 0.0, 0.0, 0.111111111111, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.470588235294, 0.470588235294, 0.0588235294118, 0.0, 0.0, 0.0, 0.0588235294118, 0.117647058824, 0.235294117647, 0.823529411765, 0.941176470588, 1.0, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.214285714286, 0.714285714286, 0.785714285714, 0.785714285714, 0.571428571429, 0.5, 0.571428571429, 0.785714285714, 0.785714285714, 0.642857142857, 1.0, 0.714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5625, 0.6875, 0.6875, 0.75, 0.9375, 1.0, 0.9375, 0.75, 0.75, 0.875, 0.5, 0.6875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.727272727273, 0.727272727273, 0.727272727273, 0.727272727273, 0.727272727273, 0.727272727273, 0.727272727273, 0.727272727273, 1.0, 0.181818181818, 0.0909090909091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0909090909091, 0.181818181818, 0.727272727273, 0.727272727273, 0.727272727273, 0.727272727273, 0.727272727273, 0.727272727273, 0.727272727273, 0.727272727273, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.416666666667, 0.333333333333, 0.25, 0.166666666667, 0.0833333333333, 0.0833333333333, 0.0, 0.0, 0.0, 0.0, 0.0833333333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.230769230769, 0.384615384615, 0.461538461538, 0.384615384615, 0.692307692308, 0.846153846154, 1.0, 0.692307692308, 0.615384615385, 0.615384615385, 0.769230769231, 0.923076923077, 0.615384615385, 0.307692307692, 0.153846153846, 0.0769230769231, 0.0769230769231, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.944444444444, 0.944444444444, 1.0, 0.777777777778, 0.666666666667, 0.611111111111, 0.833333333333, 0.888888888889, 0.888888888889, 0.777777777778, 0.611111111111, 0.5, 0.777777777778, 0.888888888889, 0.944444444444, 0.944444444444, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.333333333333, 0.222222222222, 0.111111111111, 0.111111111111, 0.111111111111, 0.111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.111111111111, 0.777777777778, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 1.0, 1.0, 1.0, 1.0, 0.785714285714, 0.785714285714, 0.785714285714, 0.785714285714, 0.785714285714, 0.785714285714, 0.785714285714, 1.0, 0.928571428571, 0.857142857143, 0.857142857143, 0.142857142857, 0.0714285714286, 0.0, 0.0, 0.0, 0.0, 0.0714285714286, 0.0714285714286, 0.142857142857, 0.285714285714, 0.857142857143, 0.928571428571, 0.928571428571, 0.785714285714, 0.785714285714, 0.785714285714, 0.785714285714
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.333333333333, 0.266666666667, 0.333333333333, 0.4, 0.733333333333, 0.6, 0.666666666667, 1.0, 0.733333333333, 0.466666666667, 0.266666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.941176470588, 0.882352941176, 1.0, 1.0, 0.941176470588, 0.705882352941, 0.823529411765, 0.823529411765, 0.529411764706, 0.764705882353, 0.294117647059, 0.352941176471, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.357142857143, 0.285714285714, 0.214285714286, 0.142857142857, 0.142857142857, 0.0714285714286, 0.0714285714286, 0.0, 0.0, 0.0, 0.857142857143, 1.0, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 1.0, 0.916666666667, 0.916666666667, 0.833333333333, 0.25, 0.0833333333333, 0.0833333333333, 0.0, 0.0, 0.0, 0.0833333333333, 0.166666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.230769230769, 0.461538461538, 0.538461538462, 0.615384615385, 0.538461538462, 0.615384615385, 0.538461538462, 0.615384615385, 1.0, 0.923076923077, 0.846153846154, 0.615384615385, 0.230769230769, 0.230769230769, 0.307692307692, 0.538461538462, 0.538461538462, 0.615384615385, 0.538461538462, 0.384615384615, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.368421052632, 0.315789473684, 0.315789473684, 0.263157894737, 0.315789473684, 0.315789473684, 0.368421052632, 0.315789473684, 0.315789473684, 0.473684210526, 0.578947368421, 0.736842105263, 0.684210526316, 0.684210526316, 1.0, 0.894736842105, 0.947368421053, 0.842105263158, 0.894736842105, 0.947368421053, 0.0, 0.0, 0.0, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 1.0, 0.866666666667, 0.8, 0.8, 0.8, 0.733333333333, 0.733333333333, 0.733333333333, 0.4, 0.266666666667, 0.2, 0.2, 0.6, 0.6, 0.133333333333, 0.0666666666667, 0.0, 0.0666666666667, 0.0666666666667, 0.133333333333, 0.666666666667, 0.666666666667, 0.666666666667, 0.769230769231, 0.769230769231, 0.769230769231, 0.769230769231, 0.769230769231, 0.153846153846, 0.0769230769231, 0.0769230769231, 0.0, 0.0, 0.0, 0.0, 0.0769230769231, 0.0769230769231, 0.307692307692, 0.461538461538, 0.538461538462, 0.615384615385, 0.615384615385, 0.692307692308, 0.692307692308, 0.769230769231, 0.846153846154, 0.923076923077, 1.0, 0.769230769231, 0.769230769231, 0.769230769231
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.428571428571, 1.0, 1.0, 0.857142857143, 0.714285714286, 0.857142857143, 0.928571428571, 0.928571428571, 0.928571428571, 0.928571428571, 0.714285714286, 0.428571428571, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.470588235294, 0.529411764706, 0.588235294118, 0.705882352941, 0.764705882353, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.764705882353, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 1.0, 0.1, 0.0, 0.0, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.363636363636, 0.272727272727, 0.181818181818, 0.181818181818, 0.0909090909091, 0.0909090909091, 0.0, 0.0, 0.0, 0.0, 0.0909090909091, 0.181818181818, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.466666666667, 0.6, 0.4, 0.4, 0.4, 0.4, 1.0, 0.8, 0.4, 0.4, 0.4, 0.266666666667, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.285714285714, 0.238095238095, 0.190476190476, 0.428571428571, 0.428571428571, 0.47619047619, 0.52380952381, 0.428571428571, 0.571428571429, 0.857142857143, 0.857142857143, 0.857142857143, 0.952380952381, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 1.0, 0.8, 0.733333333333, 0.6, 0.6, 0.533333333333, 0.466666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.117647058824, 0.0588235294118, 0.0, 0.0, 0.0, 0.117647058824, 0.176470588235, 0.294117647059, 0.470588235294, 0.647058823529, 0.705882352941, 0.764705882353, 0.823529411765, 1.0, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529, 0.647058823529
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.176470588235, 0.352941176471, 0.470588235294, 0.411764705882, 0.294117647059, 0.411764705882, 0.647058823529, 0.588235294118, 0.588235294118, 0.588235294118, 0.470588235294, 0.588235294118, 0.647058823529, 0.823529411765, 1.0, 0.705882352941, 0.411764705882, 0.117647058824, 0.117647058824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.3, 0.25, 0.35, 0.45, 0.7, 0.55, 0.6, 0.6, 0.6, 0.75, 0.7, 0.6, 0.45, 0.3, 0.55, 0.75, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.692307692308, 0.692307692308, 0.692307692308, 0.692307692308, 0.692307692308, 1.0, 0.923076923077, 0.846153846154, 0.769230769231, 0.769230769231, 0.230769230769, 0.153846153846, 0.153846153846, 0.153846153846, 0.153846153846, 0.0769230769231, 0.0, 0.0769230769231, 0.0769230769231, 0.0769230769231, 0.0769230769231, 0.153846153846, 0.153846153846, 0.153846153846, 0.692307692308, 0.692307692308, 0.692307692308, 0.692307692308, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.25, 0.125, 0.0625, 0.0625, 0.0625, 0.0625, 0.0, 0.0, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.125, 0.125, 0.1875, 0.25, 1.0, 1.0, 0.6875, 0.6875, 0.6875, 0.6875
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.5, 0.416666666667, 0.75, 0.916666666667, 0.916666666667, 1.0, 0.916666666667, 0.583333333333, 0.333333333333, 0.333333333333, 0.333333333333, 0.416666666667, 0.583333333333, 0.333333333333, 0.166666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.2, 0.3, 0.5, 0.45, 0.5, 0.5, 0.55, 0.8, 0.95, 0.95, 1.0, 0.95, 0.85, 0.95, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 1.0, 0.933333333333, 0.866666666667, 0.333333333333, 0.266666666667, 0.2, 0.133333333333, 0.133333333333, 0.0666666666667, 0.0666666666667, 0.0666666666667, 0.0, 0.0, 0.0, 0.0666666666667, 0.133333333333, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.125, 0.0, 0.0, 0.0, 0.0, 0.0625, 0.0625, 0.125, 0.25, 0.625, 0.6875, 0.75, 0.75, 0.8125, 0.9375, 1.0, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.5, 0.75, 0.916666666667, 0.75, 0.916666666667, 1.0, 1.0, 1.0, 0.416666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.941176470588, 0.823529411765, 0.705882352941, 0.647058823529, 0.823529411765, 0.705882352941, 0.705882352941, 0.705882352941, 0.705882352941, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.555555555556, 0.444444444444, 0.333333333333, 0.222222222222, 0.111111111111, 0.111111111111, 0.0, 0.0, 0.0, 0.222222222222, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 1.0, 0.833333333333, 0.25, 0.166666666667, 0.0833333333333, 0.0, 0.0, 0.0, 0.0, 0.0833333333333, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667, 0.916666666667
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.384615384615, 0.461538461538, 0.538461538462, 0.923076923077, 0.923076923077, 0.769230769231, 1.0, 0.692307692308, 0.461538461538, 0.384615384615, 0.461538461538, 0.538461538462, 0.384615384615, 0.230769230769, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.263157894737, 0.263157894737, 0.631578947368, 0.473684210526, 0.526315789474, 0.631578947368, 0.526315789474, 0.736842105263, 0.947368421053, 1.0, 0.947368421053, 0.894736842105, 0.947368421053, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 1.0, 0.928571428571, 0.357142857143, 0.214285714286, 0.142857142857, 0.142857142857, 0.0714285714286, 0.0714285714286, 0.0, 0.0, 0.0, 0.0, 0.0714285714286, 0.142857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.733333333333, 0.733333333333, 0.733333333333, 0.733333333333, 0.733333333333, 0.733333333333, 0.733333333333, 0.733333333333, 0.0666666666667, 0.0, 0.0, 0.0, 0.0666666666667, 0.0666666666667, 0.133333333333, 0.2, 0.733333333333, 0.733333333333, 0.8, 0.866666666667, 0.933333333333, 1.0, 0.733333333333, 0.733333333333, 0.733333333333, 0.733333333333, 0.733333333333, 0.733333333333
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.166666666667, 0.333333333333, 0.611111111111, 0.722222222222, 0.888888888889, 0.833333333333, 0.944444444444, 1.0, 0.944444444444, 0.888888888889, 0.833333333333, 0.777777777778, 0.444444444444, 0.333333333333, 0.166666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333333333333, 0.277777777778, 0.611111111111, 0.555555555556, 0.388888888889, 0.444444444444, 0.388888888889, 0.333333333333, 0.388888888889, 0.444444444444, 0.5, 0.5, 0.833333333333, 0.888888888889, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 1.0, 0.866666666667, 0.133333333333, 0.0666666666667, 0.0666666666667, 0.0666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0666666666667, 0.0666666666667, 0.133333333333, 0.2, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.785714285714, 0.785714285714, 0.785714285714, 0.785714285714, 0.785714285714, 0.785714285714, 0.785714285714, 0.142857142857, 0.0714285714286, 0.0, 0.0, 0.0, 0.0714285714286, 0.0714285714286, 0.0714285714286, 0.0714285714286, 0.142857142857, 0.214285714286, 0.357142857143, 0.785714285714, 0.857142857143, 1.0, 0.785714285714, 0.785714285714, 0.785714285714, 0.785714285714, 0.785714285714, 0.785714285714
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.416666666667, 0.833333333333, 1.0, 0.916666666667, 0.833333333333, 0.666666666667, 0.5, 0.416666666667, 0.583333333333, 0.5, 0.5, 0.666666666667, 0.583333333333, 0.666666666667, 0.916666666667, 0.666666666667, 0.5, 0.583333333333, 0.833333333333, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.611111111111, 0.444444444444, 0.5, 0.611111111111, 0.666666666667, 0.833333333333, 0.944444444444, 1.0, 0.888888888889, 0.944444444444, 0.944444444444, 0.833333333333, 0.888888888889, 0.777777777778, 0.611111111111, 0.722222222222, 0.722222222222, 0.5, 0.277777777778, 0.5, 0.0, 0.0, 0.0, 0.727272727273, 0.727272727273, 0.727272727273, 0.727272727273, 0.727272727273, 0.636363636364, 0.454545454545, 0.181818181818, 0.0909090909091, 0.0909090909091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0909090909091, 0.0909090909091, 0.181818181818, 0.363636363636, 0.636363636364, 0.727272727273, 1.0, 0.727272727273, 0.727272727273, 0.727272727273, 1.0, 1.0, 1.0, 1.0, 1.0, 0.4, 0.3, 0.1, 0.0, 0.0, 0.0, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.8, 0.7, 0.6, 0.6, 0.0, 0.0, 0.0, 0.4, 1.0, 1.0, 1.0
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.142857142857, 0.428571428571, 0.285714285714, 1.0, 0.571428571429, 0.428571428571, 0.714285714286, 0.571428571429, 0.714285714286, 0.857142857143, 0.857142857143, 0.571428571429, 0.142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.809523809524, 0.761904761905, 0.857142857143, 0.619047619048, 0.809523809524, 0.857142857143, 0.809523809524, 0.857142857143, 0.809523809524, 0.809523809524, 0.809523809524, 0.904761904762, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.625, 0.5, 0.375, 0.375, 0.25, 0.25, 0.125, 0.125, 0.125, 0.0, 0.0, 0.0, 0.125, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 0.777777777778, 0.722222222222, 0.722222222222, 0.0, 0.222222222222, 0.444444444444, 0.5, 0.555555555556, 0.0, 0.111111111111, 0.222222222222, 0.388888888889, 1.0, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.3, 0.0, 0.0, 0.0, 0.4, 0.7, 0.5, 1.0, 0.8, 1.0, 0.4, 0.4, 0.3, 0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.863636363636, 0.954545454545, 0.0, 0.0, 0.0, 0.272727272727, 0.227272727273, 0.363636363636, 0.454545454545, 0.590909090909, 0.545454545455, 0.863636363636, 0.909090909091, 0.954545454545, 0.954545454545, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.0714285714286, 0.0, 0.642857142857, 0.642857142857, 0.642857142857, 1.0, 0.857142857143, 0.785714285714, 0.285714285714, 0.214285714286, 0.142857142857, 0.0714285714286, 0.0, 0.0, 0.0, 0.0, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.642857142857, 0.611111111111, 0.611111111111, 0.611111111111, 0.611111111111, 0.611111111111, 0.611111111111, 0.833333333333, 0.944444444444, 0.611111111111, 0.611111111111, 0.611111111111, 0.111111111111, 0.0555555555556, 0.0, 0.0, 0.0, 0.0, 0.611111111111, 0.666666666667, 0.722222222222, 0.777777777778, 1.0, 0.611111111111, 0.611111111111, 0.611111111111, 0.611111111111, 0.611111111111, 0.611111111111
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0833333333333, 0.416666666667, 0.75, 0.916666666667, 0.916666666667, 0.75, 0.75, 0.75, 0.666666666667, 0.75, 0.833333333333, 0.916666666667, 1.0, 0.666666666667, 0.333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.421052631579, 0.894736842105, 0.736842105263, 0.684210526316, 0.684210526316, 0.789473684211, 0.789473684211, 0.789473684211, 0.842105263158, 0.736842105263, 0.684210526316, 0.578947368421, 0.526315789474, 0.736842105263, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 1.0, 0.133333333333, 0.0666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0666666666667, 0.0666666666667, 0.133333333333, 0.133333333333, 0.133333333333, 0.0666666666667, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.733333333333, 0.733333333333, 0.733333333333, 0.733333333333, 0.733333333333, 0.733333333333, 0.733333333333, 0.266666666667, 0.133333333333, 0.133333333333, 0.0666666666667, 0.0666666666667, 0.0666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0666666666667, 0.0666666666667, 1.0, 0.733333333333, 0.733333333333, 0.733333333333, 0.733333333333, 0.733333333333, 0.733333333333
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.235294117647, 0.764705882353, 1.0, 0.647058823529, 0.705882352941, 0.647058823529, 0.647058823529, 0.588235294118, 0.529411764706, 0.529411764706, 0.529411764706, 0.529411764706, 0.764705882353, 0.764705882353, 0.647058823529, 0.352941176471, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.933333333333, 0.466666666667, 0.266666666667, 0.733333333333, 0.733333333333, 0.8, 0.8, 0.866666666667, 0.933333333333, 1.0, 1.0, 1.0, 0.666666666667, 0.666666666667, 0.533333333333, 0.533333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.6, 0.4, 0.3, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0, 0.1, 0.1, 0.5, 1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.909090909091, 0.0909090909091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0909090909091, 0.0909090909091, 0.0909090909091, 0.0909090909091, 0.181818181818, 0.272727272727, 0.363636363636, 1.0, 1.0, 1.0, 1.0, 1.0
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.363636363636, 0.636363636364, 0.363636363636, 0.727272727273, 0.727272727273, 0.727272727273, 0.727272727273, 1.0, 0.454545454545, 0.363636363636, 0.636363636364, 0.272727272727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.2, 0.8, 0.7, 0.75, 0.8, 0.8, 0.6, 0.95, 1.0, 0.85, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 1.0, 0.866666666667, 0.266666666667, 0.133333333333, 0.0666666666667, 0.0, 0.0, 0.0666666666667, 0.0, 0.0, 0.0, 0.0666666666667, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.0625, 0.0, 0.0, 0.0, 0.0, 0.0625, 0.125, 0.1875, 0.6875, 0.75, 0.8125, 1.0, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875
8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.214285714286, 0.5, 0.928571428571, 1.0, 0.857142857143, 0.642857142857, 0.714285714286, 0.928571428571, 0.857142857143, 0.857142857143, 0.571428571429, 0.428571428571, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.823529411765, 0.529411764706, 0.529411764706, 0.647058823529, 0.823529411765, 0.823529411765, 0.647058823529, 0.705882352941, 0.705882352941, 0.882352941176, 0.941176470588, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.444444444444, 0.333333333333, 0.222222222222, 0.111111111111, 0.111111111111, 0.111111111111, 0.0, 0.0, 0.0, 0.0, 0.111111111111, 0.222222222222, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.846153846154, 0.846153846154, 0.846153846154, 0.846153846154, 0.846153846154, 0.846153846154, 0.846153846154, 0.846153846154, 1.0, 0.230769230769, 0.0769230769231, 0.0769230769231, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0769230769231, 0.846153846154, 0.923076923077, 0.846153846154, 0.846153846154, 0.846153846154, 0.846153846154, 0.846153846154, 0.846153846154, 0.846153846154, 0.846153846154
